,Education,Income,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumWebPurchases,NumWebVisitsMonth,Month_Customer,Age,Children,Is_Parent,Family_Size,Total_Compaign_Accepted,Offline Purchases,KMean_cluster
1929,3,62694.0,29,379,6,157,25,91,91,9,7,19,50,2,1,4,0,15,2
1930,4,61917.0,83,46,4,36,2,2,1,2,5,14,41,2,1,4,0,5,3
1931,4,67472.0,93,162,31,127,8,17,69,4,3,16,68,1,1,3,0,11,3
1932,3,21059.0,40,8,3,19,3,3,8,3,6,12,33,1,1,3,0,6,1
1933,3,29543.0,47,17,3,18,3,4,18,3,7,9,47,2,1,4,0,5,3
1934,2,75903.0,50,340,108,185,130,38,100,6,3,21,64,1,1,3,0,17,2
1935,0,34984.0,40,8,4,15,3,5,3,1,7,28,40,2,1,4,0,5,1
1936,4,54998.0,3,154,22,202,39,30,8,4,4,22,59,1,1,2,0,16,2
1937,4,54356.0,62,710,15,30,20,0,0,11,8,26,66,1,1,2,0,13,2
1938,3,34242.0,25,8,2,4,0,0,1,0,5,10,56,1,1,3,0,4,3
1939,2,25410.0,48,2,2,4,13,13,4,1,4,17,42,1,1,3,0,5,1
1940,4,73356.0,56,1050,14,322,0,14,112,5,2,11,31,0,0,2,3,17,0
1941,2,28320.0,68,19,1,14,3,2,4,1,8,24,65,1,1,3,0,4,3
1942,2,23763.0,64,22,0,6,6,2,6,1,7,29,38,1,1,2,0,4,1
1943,2,72570.0,67,274,83,216,151,141,224,4,1,9,31,0,0,2,0,19,0
1944,3,34529.0,94,68,6,38,3,6,41,2,7,28,39,1,1,3,0,7,1
1945,2,70792.0,82,344,45,654,104,11,114,3,3,23,64,0,0,1,0,16,0
1946,2,63211.0,3,145,193,459,205,26,145,3,2,26,33,0,0,2,0,17,0
1947,3,83891.0,24,217,38,350,111,85,15,4,1,7,41,1,1,3,0,18,0
1948,2,36065.0,54,18,7,34,10,2,3,3,8,22,47,2,1,3,0,6,3
1949,2,39898.0,20,69,8,26,12,7,12,3,7,23,61,1,1,3,0,6,3
1950,4,51141.0,96,144,0,7,0,0,6,3,5,18,75,0,0,1,0,6,3
1951,2,56939.0,19,256,34,103,90,29,49,3,3,16,39,1,1,3,0,15,2
1952,2,80872.0,60,483,72,567,94,12,108,4,1,8,64,0,0,1,0,15,0
1953,4,72335.0,2,1285,105,653,28,21,0,10,8,29,39,0,0,2,0,13,0
1954,4,61798.0,13,338,4,89,11,8,13,4,4,14,51,0,0,1,0,12,0
1955,4,76842.0,37,605,10,345,84,54,32,1,0,8,65,0,0,1,0,16,0
1956,2,29478.0,59,8,0,7,3,1,1,1,6,12,39,1,1,3,0,4,1
1957,2,46998.0,55,172,41,86,45,6,27,5,7,27,59,1,1,2,1,13,2
1958,2,96843.0,60,448,71,951,40,17,17,6,2,21,25,0,0,1,1,22,0
1959,4,56551.0,48,67,4,32,17,2,16,2,4,8,65,2,1,3,0,8,3
1960,3,70053.0,38,512,53,98,81,179,89,8,5,18,50,1,1,3,0,18,2
1961,4,71670.0,8,1462,16,128,0,0,160,5,6,18,53,0,0,1,3,10,0
1962,2,44359.0,19,20,0,14,7,3,1,2,3,7,37,2,1,4,0,7,3
1963,2,40887.0,32,50,4,44,10,10,43,3,9,20,63,2,1,3,0,7,3
1964,2,48877.0,27,102,1,15,2,0,24,3,7,12,49,1,1,2,0,5,1
1965,2,74485.0,58,499,149,815,173,49,49,6,3,17,68,0,0,2,0,20,0
1966,2,64474.0,59,381,35,172,56,86,93,8,5,15,43,1,1,3,0,14,2
1967,2,77226.0,29,631,43,239,128,76,21,6,3,11,52,1,1,3,0,22,2
1968,2,72643.0,60,526,80,553,123,94,53,3,2,23,66,0,0,1,1,18,0
1969,3,85738.0,41,913,26,376,17,26,13,3,1,12,37,0,0,2,2,18,0
1970,2,55686.0,27,673,0,199,37,47,26,6,4,23,49,1,1,2,1,10,2
1971,2,39062.0,28,23,0,9,0,0,12,1,4,10,32,1,1,2,1,4,1
1972,2,34600.0,8,199,33,60,8,3,15,5,8,24,44,2,1,4,0,12,3
1973,2,40794.0,18,261,23,73,4,23,50,6,7,21,40,1,1,3,0,10,1
1974,0,54690.0,76,111,16,37,7,9,18,3,3,14,44,2,1,4,0,9,3
1975,2,4428.0,0,16,4,12,2,4,321,25,1,15,46,1,1,3,0,0,2
1976,0,32632.0,32,63,151,137,153,19,53,4,5,29,52,0,0,2,0,14,0
1977,4,38236.0,2,58,0,18,2,0,10,3,7,16,47,2,1,3,0,8,3
1978,2,36781.0,16,29,1,17,0,3,13,2,8,9,36,1,1,3,0,4,1
1979,3,31385.0,56,3,2,12,0,1,9,1,8,25,31,1,1,2,1,3,1
1980,2,24570.0,97,28,34,62,11,14,44,4,9,23,31,1,1,3,0,7,1
1981,4,25509.0,15,40,3,30,10,7,11,3,9,28,41,1,1,2,0,6,1
1982,2,94642.0,35,879,143,797,106,143,143,5,1,11,64,0,0,2,2,16,0
1983,3,58646.0,3,62,1,44,6,5,22,2,4,19,53,1,1,3,0,6,3
1984,2,53201.0,49,280,7,81,20,0,27,6,7,23,40,2,1,3,0,16,2
1985,2,21994.0,4,9,0,6,3,1,3,0,5,25,58,1,1,3,0,4,1
1986,2,57113.0,45,182,4,33,0,2,42,4,7,23,37,2,1,4,0,12,3
1987,2,51373.0,37,83,2,101,64,26,117,3,4,19,24,0,0,2,0,9,1
1988,2,23477.0,39,38,15,54,3,8,29,3,8,15,29,1,1,3,0,7,1
1989,2,58116.0,38,228,19,130,4,11,51,3,2,9,59,1,1,3,0,13,3
1990,4,72968.0,8,1092,37,592,145,37,55,5,3,13,52,0,0,1,1,14,0
1991,3,39791.0,89,85,15,27,13,13,21,3,7,22,44,1,1,3,0,7,3
1992,3,91712.0,47,1276,24,746,94,29,48,9,3,15,68,0,0,1,1,18,0
1993,2,94472.0,75,1017,33,417,108,100,16,5,5,9,57,1,1,2,2,11,0
1994,2,13672.0,86,6,2,9,2,1,5,1,8,21,55,2,1,4,0,5,3
1995,0,96547.0,4,448,21,125,52,101,62,7,2,8,35,0,0,2,3,14,0
1996,2,79205.0,73,504,23,117,179,28,44,6,4,29,40,0,0,2,1,10,0
1997,4,56559.0,46,226,22,133,41,31,31,4,4,25,40,1,1,3,0,14,2
1998,4,32644.0,38,239,3,141,0,7,23,7,8,24,42,1,1,3,1,11,3
1999,0,67506.0,73,90,38,67,33,36,67,4,3,12,35,1,1,2,0,8,1
2000,2,24206.0,66,7,2,8,3,2,3,1,6,22,45,1,1,2,0,4,1
2001,4,28420.0,36,4,2,5,2,0,0,1,6,13,48,1,1,2,0,3,3
2002,2,22979.0,29,16,17,19,20,21,22,3,8,28,45,1,1,3,0,7,1
2003,2,33279.0,29,10,3,3,0,0,0,0,3,7,49,0,0,1,0,4,1
2004,3,46423.0,6,68,0,16,0,0,8,2,7,16,43,2,1,3,0,7,3
2005,2,30368.0,97,35,0,13,2,0,2,2,8,14,38,1,1,3,0,5,1
2006,2,63684.0,61,575,80,428,208,93,80,8,5,26,45,1,1,3,0,15,2
2007,2,41638.0,68,315,0,31,4,0,91,5,8,23,51,1,1,2,1,12,2
2008,4,68805.0,73,182,2,49,17,13,20,3,2,16,56,1,1,2,0,9,3
2009,4,65814.0,90,561,14,113,10,14,35,8,5,10,49,1,1,3,0,15,2
2010,2,71964.0,81,587,51,932,180,34,86,5,3,20,57,0,0,1,0,12,0
2011,2,39146.0,1,94,1,33,13,12,12,4,8,23,29,1,1,2,0,7,1
2012,2,96876.0,79,908,43,735,40,194,21,7,2,17,38,0,0,2,3,17,0
2013,1,34445.0,92,228,122,122,208,129,30,11,9,24,34,0,0,2,0,16,0
2014,2,68281.0,31,995,112,417,42,48,41,2,5,29,57,0,0,1,0,23,0
2015,0,37284.0,46,11,1,2,2,1,6,0,6,22,40,2,1,4,0,4,1
2016,2,36790.0,14,3,3,14,15,21,10,2,9,22,32,0,0,2,0,4,1
2017,2,27943.0,89,12,1,16,4,1,3,2,8,21,48,2,1,4,0,6,3
2018,2,22263.0,31,17,0,2,0,0,2,1,6,10,64,2,1,3,0,5,3
2019,2,30261.0,75,8,0,5,0,3,6,0,8,28,43,3,1,5,0,4,3
2020,2,28587.0,42,22,4,17,12,10,13,2,6,11,37,1,1,3,0,7,1
2021,3,43815.0,53,14,10,29,4,7,15,2,6,21,33,1,1,3,0,4,1
2022,2,48195.0,53,106,27,68,52,7,5,4,6,12,59,2,1,4,0,13,3
2023,3,77027.0,23,820,57,242,45,0,11,8,4,11,63,1,1,3,0,11,2
2024,4,71322.0,57,753,43,226,69,10,204,8,4,23,50,1,1,3,0,20,2
2025,3,32765.0,49,13,3,17,7,3,3,2,5,11,36,1,1,3,0,6,3
2026,2,29672.0,6,9,1,3,0,4,8,0,6,22,50,2,1,4,0,4,3
2027,2,23272.0,29,19,3,6,4,2,12,1,4,15,62,0,0,1,0,4,1
2028,3,49912.0,5,520,8,223,32,49,42,10,8,28,66,1,1,3,1,16,2
2029,0,7500.0,98,5,17,17,13,14,34,2,9,29,30,1,1,3,0,8,1
2030,4,68117.0,80,618,44,215,0,17,36,11,6,22,68,1,1,2,1,14,2
2031,2,67225.0,4,315,35,322,46,7,143,7,5,14,60,1,1,3,0,16,2
2032,2,17649.0,70,15,1,23,0,5,1,3,8,14,39,1,1,3,0,6,1
2033,2,55914.0,32,384,60,364,119,101,232,11,7,21,40,1,1,3,0,18,2
2034,2,40059.0,82,110,29,92,28,10,145,6,8,16,31,1,1,3,1,6,1
2035,2,60905.0,27,208,17,76,36,17,38,3,2,13,65,1,1,3,0,12,3
2036,2,75330.0,94,555,82,257,93,61,61,10,6,27,38,2,1,4,0,19,2
2037,2,60689.0,23,240,90,216,63,6,24,4,3,19,64,1,1,2,0,18,2
2038,2,38680.0,97,11,0,36,15,5,12,2,7,22,31,1,1,3,0,4,1
2039,2,61416.0,25,848,154,323,201,61,78,10,6,23,33,0,0,2,1,14,0
2040,2,49767.0,92,202,47,197,55,42,149,5,4,20,24,0,0,1,0,13,0
2041,2,83273.0,98,433,89,650,16,102,102,4,7,28,45,3,1,4,0,25,2
2042,2,29009.0,19,6,6,15,10,5,2,2,6,14,34,1,1,3,0,5,1
2043,3,45057.0,80,37,0,7,3,0,3,2,5,13,36,1,1,3,0,4,3
2044,2,37150.0,80,167,37,64,49,34,116,4,7,28,44,1,1,3,0,17,2
2045,2,43020.0,79,45,7,99,4,25,43,4,6,14,45,1,1,2,0,8,1
2046,2,53154.0,50,129,0,21,0,1,7,3,4,7,56,1,1,3,0,6,3
2047,2,65308.0,60,713,0,264,120,80,34,7,4,16,42,0,0,2,2,21,0
2048,2,76467.0,44,676,161,426,210,44,58,2,6,29,45,1,1,2,0,12,0
2049,0,81044.0,0,450,26,535,73,98,26,5,1,13,68,0,0,2,0,17,0
2050,2,32871.0,28,22,2,12,0,2,5,1,4,22,64,2,1,4,0,4,3
2051,2,55801.0,35,367,4,51,6,4,95,7,7,16,40,2,1,3,1,14,2
2052,2,76320.0,49,526,35,214,69,53,35,6,2,7,56,1,1,2,0,9,2
2053,3,36927.0,46,51,0,16,0,0,4,3,8,7,60,2,1,3,0,5,3
2054,2,48794.0,97,25,0,11,3,0,15,1,4,7,62,2,1,4,0,4,3
2055,2,23478.0,51,28,6,27,12,17,39,3,8,22,50,0,0,1,0,4,1
2056,2,71128.0,80,958,159,447,20,0,31,2,7,27,42,1,1,2,0,25,2
2057,4,70179.0,10,532,88,168,69,44,133,7,5,18,39,1,1,2,0,19,2
2058,2,59462.0,29,724,17,143,0,8,196,9,7,24,65,1,1,3,0,16,2
2060,2,38361.0,74,39,0,56,20,8,14,3,7,13,46,1,1,3,0,7,3
2062,4,70038.0,54,587,54,348,71,54,130,4,2,15,33,0,0,2,0,13,0
2063,2,42554.0,93,29,1,11,0,0,0,2,4,24,37,2,1,4,0,5,3
2064,2,67445.0,63,757,80,217,29,80,11,9,6,29,41,1,1,3,0,23,2
2065,2,67046.0,92,544,35,133,23,151,107,4,2,24,64,1,1,2,0,11,2
2066,2,42192.0,40,40,15,15,17,6,7,2,4,16,67,0,0,2,0,5,1
2067,4,77610.0,70,1245,33,332,21,33,16,4,7,27,63,1,1,3,0,13,2
2068,2,31761.0,96,19,1,20,16,14,28,3,5,9,31,1,1,3,0,6,1
2069,2,34350.0,81,16,3,15,2,1,11,1,7,15,36,1,1,3,0,4,1
2070,2,54591.0,63,376,4,94,12,9,24,6,5,17,66,1,1,3,0,13,3
2071,2,71866.0,85,184,178,178,103,39,33,6,3,13,59,1,1,3,0,14,2
2072,2,25293.0,51,15,0,11,0,2,9,1,8,16,46,1,1,3,0,4,1
2073,4,42000.0,23,124,83,267,85,59,35,5,5,24,28,0,0,1,0,15,0
2074,2,69520.0,95,627,120,414,121,80,93,9,5,18,32,0,0,2,0,12,0
2075,2,64713.0,11,180,60,241,13,54,54,5,4,11,45,1,1,2,0,14,2
2076,3,27889.0,42,14,0,4,0,0,8,1,6,18,38,1,1,3,0,4,1
2077,1,22123.0,77,3,3,24,34,7,31,2,5,10,55,0,0,1,0,5,1
2080,2,27803.0,40,8,26,46,38,9,49,3,8,29,42,1,1,3,0,6,1
2082,2,51651.0,32,293,6,23,13,6,92,6,8,26,55,1,1,3,0,11,2
2083,2,68487.0,48,758,12,385,33,89,89,9,4,24,27,0,0,2,0,21,0
2085,2,56796.0,24,656,38,161,62,47,37,8,7,23,46,1,1,3,0,19,2
2086,0,87000.0,61,196,25,607,67,17,49,4,2,25,23,0,0,2,0,14,0
2087,2,79823.0,6,835,73,380,114,73,43,6,2,10,56,1,1,3,1,17,0
2088,2,30828.0,16,16,11,15,2,0,12,1,3,15,35,1,1,2,0,7,1
2089,3,34109.0,39,9,1,5,2,1,4,0,4,14,44,1,1,3,0,4,3
2090,3,53367.0,2,229,7,140,10,3,11,5,7,17,41,2,1,3,0,16,3
2091,1,22390.0,49,0,1,4,15,1,5,1,7,15,46,0,0,2,0,3,1
2092,2,71322.0,31,121,24,124,24,15,42,4,2,8,39,1,1,3,0,9,3
2093,2,79244.0,58,471,102,125,212,61,245,4,1,25,22,0,0,1,2,18,0
2094,3,49912.0,5,520,8,223,32,49,42,10,8,28,66,1,1,3,1,16,2
2095,4,48699.0,90,26,1,10,2,0,1,1,5,20,65,2,1,4,0,4,3
2096,2,80144.0,47,240,132,445,250,192,108,3,1,16,40,0,0,2,0,16,0
2097,2,54252.0,25,178,4,26,8,4,44,4,6,20,59,2,1,3,0,11,3
2098,3,81929.0,60,1486,55,278,49,0,185,4,6,28,39,1,1,3,2,16,2
2099,2,76068.0,67,1115,12,128,33,12,76,2,6,26,40,1,1,3,2,8,2
2100,3,53204.0,40,29,0,8,2,0,6,1,4,10,39,2,1,4,0,4,3
2101,4,67911.0,63,529,0,356,63,28,0,6,3,8,66,1,1,3,0,21,2
2102,0,14796.0,1,13,3,8,7,4,16,1,9,28,31,1,1,3,0,5,1
2103,4,78128.0,89,934,24,230,16,24,36,8,3,11,41,1,1,3,2,12,2
2104,1,14188.0,40,2,7,11,16,12,27,2,6,23,43,0,0,2,0,5,1
2105,1,20425.0,5,4,12,5,3,16,17,2,7,27,29,1,1,3,0,5,1
2106,3,58646.0,3,62,1,44,6,5,22,2,4,19,53,1,1,3,0,6,3
2107,2,72967.0,1,158,35,179,0,0,125,7,5,25,45,1,1,2,1,12,2
2108,3,48150.0,24,173,2,39,3,2,47,5,7,19,66,1,1,3,0,8,3
2109,2,82332.0,89,830,59,968,51,79,19,5,2,28,54,0,0,1,1,16,0
2110,2,58275.0,48,189,10,253,56,43,64,8,7,19,60,2,1,3,0,15,2
2111,4,44953.0,31,728,17,133,11,8,124,7,6,25,34,0,0,2,1,17,2
2112,2,34587.0,68,7,2,9,2,0,2,1,4,8,62,2,1,4,0,5,3
2113,3,43018.0,46,35,4,17,7,6,64,2,5,14,41,1,1,3,0,5,3
2114,3,45736.0,92,188,3,180,20,3,43,7,7,18,61,1,1,3,0,12,3
2115,3,66476.0,80,742,28,152,25,9,57,6,4,13,46,1,1,3,0,20,2
2116,0,27733.0,16,0,7,5,26,2,17,2,7,17,34,1,1,3,0,5,1
2117,4,69805.0,50,750,71,174,13,10,20,6,2,12,63,1,1,3,0,21,2
2118,3,72217.0,93,816,42,450,55,56,154,3,2,21,53,0,0,1,0,19,0
2119,2,25818.0,51,5,2,8,2,2,9,0,7,27,44,1,1,2,0,4,1
2120,3,37509.0,24,37,5,56,12,8,5,3,7,28,39,1,1,3,0,6,1
2121,0,25176.0,79,4,0,4,0,0,5,1,7,17,39,2,1,4,0,3,1
2122,2,43586.0,26,99,2,11,4,0,16,3,8,29,35,1,1,3,0,7,1
2123,0,53230.0,86,176,72,98,136,21,229,5,5,29,59,1,1,3,0,18,2
2124,2,50116.0,68,54,0,10,0,0,2,1,5,7,58,2,1,4,1,6,3
2125,2,84906.0,98,997,15,414,99,30,76,5,2,15,43,0,0,2,3,19,0
2126,2,61286.0,34,356,0,107,19,9,117,7,5,17,49,1,1,3,0,11,2
2127,4,82333.0,60,1311,0,359,46,89,17,4,2,22,29,0,0,2,1,14,0
2128,4,65220.0,3,890,63,292,0,25,12,8,6,28,50,0,0,2,0,15,2
2129,2,33590.0,65,4,0,2,0,0,2,1,7,14,41,3,1,5,0,3,3
2130,2,30992.0,83,17,0,14,7,3,2,1,7,21,39,1,1,2,0,4,1
2131,3,72309.0,64,960,0,883,50,38,0,5,3,22,39,0,0,1,1,15,0
2132,4,156924.0,85,2,1,2,1,1,1,0,0,17,66,0,0,2,0,0,0
2133,1,16005.0,69,1,3,2,20,30,47,2,8,29,35,1,1,3,0,6,1
2134,3,65487.0,48,240,67,500,199,0,163,3,2,12,58,0,0,1,0,14,0
2135,2,58692.0,21,301,11,61,4,7,11,8,7,9,50,1,1,3,0,7,3
2136,2,40590.0,30,154,0,50,6,11,37,3,6,15,46,2,1,3,1,12,3
2137,2,20587.0,39,2,3,6,4,1,9,1,7,8,45,1,1,2,0,4,1
2138,3,62637.0,76,104,12,48,4,12,5,2,2,10,61,1,1,2,0,8,3
2139,3,29435.0,11,70,3,37,4,2,64,3,9,29,49,2,1,3,0,8,3
2140,2,19346.0,26,2,0,9,3,6,2,1,8,12,41,1,1,2,0,4,1
2141,2,35788.0,34,23,2,11,3,1,4,2,6,12,44,2,1,4,0,5,3
2142,2,36997.0,72,43,4,12,8,0,27,2,5,23,47,2,1,3,0,10,3
2143,2,23539.0,13,4,24,11,16,1,25,2,6,11,58,0,0,2,0,5,1
2144,2,65333.0,58,654,7,92,0,15,30,9,6,12,42,1,1,2,2,19,2
2145,2,78499.0,12,912,72,170,47,36,97,11,4,14,58,0,0,1,1,8,0
2146,4,29732.0,23,25,0,8,0,1,4,2,9,10,44,1,1,3,0,3,3
2147,3,41275.0,33,24,4,22,0,2,9,3,5,10,55,3,1,5,0,8,3
2148,4,63516.0,30,141,11,114,15,14,5,4,5,18,42,2,1,4,0,12,3
2149,4,42769.0,15,71,0,13,3,1,0,1,4,15,53,1,1,3,0,7,3
2150,3,49572.0,25,35,1,16,0,1,1,2,7,13,57,2,1,4,0,5,3
2151,2,69209.0,4,496,32,849,229,48,128,5,4,28,43,0,0,2,1,11,0
2152,2,17148.0,80,9,9,11,13,10,16,3,8,12,39,1,1,3,0,8,1
2153,2,40590.0,30,154,0,50,6,11,37,3,6,15,46,2,1,3,1,12,3
2154,3,30560.0,6,9,1,5,4,5,7,1,7,19,39,1,1,3,0,4,1
2155,0,32146.0,16,26,3,23,4,7,3,2,6,8,32,1,1,3,0,6,1
2156,0,41713.0,57,77,8,44,10,10,25,3,6,9,51,2,1,3,0,10,3
2157,3,34176.0,9,11,2,7,4,2,2,1,3,12,40,1,1,3,0,4,3
2158,4,58482.0,59,576,7,115,19,7,7,7,6,10,60,1,1,3,1,15,2
2159,2,59686.0,78,89,15,89,34,42,5,4,4,12,50,1,1,2,0,8,3
2160,4,60896.0,90,1013,30,399,60,46,153,9,6,27,51,1,1,3,0,17,2
2161,2,62994.0,74,224,12,48,4,12,12,6,6,10,35,1,1,3,0,7,3
2162,2,47320.0,10,200,19,111,50,15,19,5,6,17,58,1,1,3,0,15,3
2163,0,74859.0,63,570,73,614,133,102,73,6,3,19,66,0,0,1,1,17,0
2164,1,15253.0,13,1,3,3,8,1,13,1,7,15,23,1,1,2,0,5,1
2165,4,31560.0,98,62,1,20,4,0,7,2,8,19,41,1,1,2,0,6,3
2166,2,72071.0,4,531,69,300,150,138,150,5,2,23,61,1,1,2,0,15,0
2167,3,91172.0,94,162,28,818,0,28,56,4,3,22,25,0,0,1,4,10,0
2168,2,90000.0,91,675,144,133,94,192,241,4,1,13,31,0,0,2,3,14,0
2169,2,41967.0,66,23,4,10,0,2,15,1,4,14,34,2,1,3,0,4,3
2170,2,69263.0,14,492,5,32,13,5,21,9,6,10,50,1,1,2,1,9,2
2171,0,65706.0,77,918,10,129,13,0,129,11,7,19,45,0,0,1,3,16,0
2172,2,60934.0,41,224,155,155,192,93,54,6,4,12,40,1,1,3,0,17,2
2173,2,71965.0,21,572,19,286,50,38,248,6,3,18,64,1,1,3,0,11,2
2174,2,65210.0,25,626,0,70,0,7,28,9,6,10,60,1,1,3,2,13,2
2175,4,79174.0,2,1074,37,518,193,92,129,5,2,24,40,0,0,2,2,14,0
2176,3,81380.0,51,741,68,689,224,68,103,4,2,25,48,0,0,1,0,13,0
2177,4,48432.0,3,322,3,50,4,3,42,7,8,27,42,1,1,2,0,12,2
2178,2,52914.0,32,254,10,44,30,10,227,7,7,24,44,1,1,3,1,8,2
2179,2,38946.0,84,116,6,82,6,6,41,3,5,15,60,1,1,3,0,9,3
2180,2,26067.0,49,22,2,18,0,2,12,3,8,14,41,1,1,3,0,6,1
2181,4,44325.0,69,516,0,21,0,0,5,8,8,22,43,1,1,3,1,13,2
2182,2,42523.0,96,14,36,11,3,26,35,1,2,9,51,0,0,2,0,6,1
2183,1,26487.0,23,2,8,10,12,14,23,2,5,20,37,1,1,2,0,7,1
2184,0,53233.0,18,28,0,9,3,0,0,1,4,10,58,1,1,3,0,4,1
2185,2,67716.0,8,530,142,217,62,9,56,7,5,24,55,1,1,3,1,21,2
2186,3,76234.0,21,519,50,167,130,0,41,8,3,11,43,1,1,3,1,15,2
2187,4,84117.0,60,611,76,749,59,45,26,7,2,8,59,0,0,2,1,17,0
2188,3,65487.0,48,240,67,500,199,0,163,3,2,12,58,0,0,2,0,14,0
2189,1,25224.0,36,4,9,12,11,2,8,1,3,10,43,1,1,3,0,6,1
2190,3,89616.0,36,671,47,655,145,111,15,7,2,23,32,0,0,1,0,18,0
2191,2,40851.0,63,23,1,7,0,4,24,1,7,23,44,2,1,3,0,4,3
2192,2,27469.0,2,9,1,2,3,2,0,0,6,29,68,0,0,2,0,4,1
2193,0,82347.0,38,556,54,845,202,133,63,7,3,26,58,0,0,2,2,18,0
2194,2,73803.0,61,833,80,363,52,26,174,9,6,29,58,1,1,3,1,13,2
2195,3,8820.0,52,12,0,13,4,2,4,3,8,22,63,2,1,3,0,7,3
2196,2,43322.0,25,56,7,48,10,2,18,3,7,9,41,0,0,1,0,5,1
2197,2,55593.0,63,293,8,124,11,4,106,6,6,17,42,1,1,3,1,11,2
2198,2,50501.0,10,297,0,38,13,0,152,5,6,19,61,2,1,4,1,15,2
2199,2,37085.0,65,39,1,16,2,0,3,3,8,7,40,2,1,4,0,7,3
2200,1,16185.0,71,5,11,16,21,8,45,2,8,17,25,1,1,2,0,6,1
2201,2,57731.0,0,266,21,300,65,8,44,8,6,26,46,1,1,2,0,18,2
2202,4,48432.0,3,322,3,50,4,3,42,7,8,27,42,1,1,2,0,12,2
2203,2,73807.0,88,366,124,156,71,78,54,5,2,24,37,1,1,3,0,18,2
2204,2,18929.0,15,32,0,8,23,4,18,1,6,23,25,0,0,2,0,5,1
2205,2,35893.0,80,158,0,23,0,0,18,3,8,27,47,2,1,3,0,12,3
2206,2,61014.0,17,269,129,495,182,43,29,9,7,29,35,1,1,3,0,11,2
2207,2,32144.0,76,41,0,10,0,0,3,2,7,10,61,2,1,4,1,8,3
2208,1,14918.0,52,3,3,3,15,4,15,1,6,25,52,1,1,3,0,4,1
2209,2,45146.0,28,33,0,5,0,0,15,1,4,18,52,2,1,3,0,5,3
2210,0,41769.0,31,302,29,131,32,0,27,8,8,23,60,1,1,2,0,14,2
2211,2,88325.0,42,519,71,860,93,27,53,6,2,11,34,0,0,2,0,12,0
2212,3,38054.0,24,23,2,17,2,1,0,2,7,8,65,2,1,3,0,5,3
2213,0,80617.0,42,594,51,631,72,55,32,4,2,27,20,0,0,1,0,15,0
2214,2,5305.0,12,12,4,7,1,3,5,1,13,18,39,1,1,3,0,0,1
2215,2,36807.0,88,4,2,5,0,0,5,1,6,25,61,2,1,4,0,3,3
2216,2,28427.0,67,18,3,19,3,3,6,2,8,22,32,1,1,3,0,5,1
2217,4,82032.0,54,332,194,377,149,125,57,4,1,9,67,0,0,1,0,13,0
2218,2,22775.0,40,5,1,8,0,0,1,1,8,19,37,1,1,3,0,3,1
2219,3,40101.0,73,171,3,129,26,24,62,6,7,27,30,1,1,3,0,11,2
2220,2,58025.0,81,270,31,88,11,48,22,3,4,14,36,1,1,3,0,15,3
2221,3,75777.0,12,712,26,538,69,13,80,3,1,18,33,0,0,1,2,18,0
2222,0,7500.0,7,2,8,11,3,8,21,3,7,20,36,1,1,3,0,8,1
2223,3,33562.0,33,21,12,12,0,3,3,2,4,7,52,3,1,5,0,7,3
2224,4,57642.0,24,580,6,58,8,0,27,7,4,12,45,1,1,2,1,15,2
2225,2,58554.0,55,368,24,68,38,0,88,8,7,28,47,2,1,4,0,14,2
2226,2,63777.0,87,457,5,106,15,17,53,11,8,22,36,2,1,4,0,15,2
2227,2,57967.0,39,229,7,137,4,0,91,4,5,22,53,1,1,2,0,15,2
2229,2,24434.0,9,3,2,8,20,0,17,2,7,8,43,2,1,4,0,5,3
2230,2,11012.0,82,24,3,26,7,1,23,3,9,22,31,1,1,2,1,6,1
2231,3,44802.0,71,853,10,143,13,10,20,9,8,29,45,0,0,1,0,18,2
2232,2,26816.0,50,5,1,6,3,4,3,0,4,29,29,0,0,1,0,4,1
2234,2,34421.0,81,3,3,7,6,2,9,1,7,18,41,1,1,3,0,3,1
2235,2,61223.0,46,709,43,182,42,118,247,9,5,19,48,1,1,3,0,9,2
2236,4,64014.0,56,406,0,30,0,0,8,8,7,7,69,3,1,5,1,14,3
2237,2,56981.0,91,908,48,217,32,12,24,2,6,12,34,0,0,1,1,17,0
2238,3,69245.0,8,428,30,214,80,30,61,6,3,12,59,1,1,3,0,17,2
2239,4,52869.0,40,84,3,61,2,1,21,3,7,27,61,2,1,4,0,8,3
